,id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,is_holiday_zone_c,is_public_holiday,is_weekend,month,hour,month_sin,month_cos,hour_sin,hour_cos
18,2022-06-01 18:00:00,10.6,0.175,89.3,15.118349307467012,8.0,16.8,11.3,21.8,0.0,0.0,337.0,8.9,31.0,1016.6,False,False,False,6,18,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
19,2022-06-01 19:00:00,11.9,0.172,80.6,17.995165948727053,8.8,16.8,11.3,21.8,0.0,0.0,337.0,8.9,31.0,1016.6,False,False,False,6,19,1.2246467991473532e-16,-1.0,-0.9659258262890684,0.2588190451025203
20,2022-06-01 20:00:00,12.9,0.174,77.1,15.4,6.7,16.8,11.3,21.8,0.0,0.0,337.0,8.9,31.0,1016.6,False,False,False,6,20,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5
21,2022-06-01 21:00:00,13.0,0.171,73.7,14.1,5.3,16.8,11.3,21.8,0.0,0.0,337.0,8.9,31.0,1016.6,False,False,False,6,21,1.2246467991473532e-16,-1.0,-0.7071067811865477,0.7071067811865474
22,2022-06-01 22:00:00,14.2,0.168,66.4,8.8,4.0,16.8,11.3,21.8,0.0,0.0,337.0,8.9,31.0,1016.6,False,False,False,6,22,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
23,2022-06-01 23:00:00,14.2,0.161,60.6,11.0,4.7,16.8,11.3,21.8,0.0,0.0,337.0,8.9,31.0,1016.6,False,False,False,6,23,1.2246467991473532e-16,-1.0,-0.2588190451025215,0.9659258262890681
24,2022-06-02 00:00:00,14.7,0.161,56.4,12.8,4.7,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,0,1.2246467991473532e-16,-1.0,0.0,1.0
25,2022-06-02 01:00:00,18.5,0.166,52.6,9.3,4.6,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,1,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683
26,2022-06-02 02:00:00,14.1,0.16,57.3,9.5,5.1,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,2,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
27,2022-06-02 03:00:00,15.7,0.163,53.6,10.3,6.0,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,3,1.2246467991473532e-16,-1.0,0.7071067811865475,0.7071067811865476
28,2022-06-02 04:00:00,22.8,0.175,45.6,17.8,7.1,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,4,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001
29,2022-06-02 05:00:00,33.4,0.196,37.3,18.3,8.0,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,5,1.2246467991473532e-16,-1.0,0.9659258262890683,0.25881904510252074
30,2022-06-02 06:00:00,41.1,0.223,32.3,25.5,10.0,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,6,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
31,2022-06-02 07:00:00,32.1,0.223,44.1,28.4,10.4,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,7,1.2246467991473532e-16,-1.0,0.9659258262890683,-0.25881904510252063
32,2022-06-02 08:00:00,24.4,0.209,59.5,18.36062716164859,9.0,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,8,1.2246467991473532e-16,-1.0,0.8660254037844388,-0.4999999999999998
33,2022-06-02 09:00:00,15.9,0.173,75.3,19.364920432031404,7.5,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,9,1.2246467991473532e-16,-1.0,0.7071067811865476,-0.7071067811865475
34,2022-06-02 10:00:00,9.7,0.156,91.2,16.325786300935647,6.9,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,10,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
35,2022-06-02 11:00:00,8.5,0.155,100.0,24.330231936799805,6.1,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,11,1.2246467991473532e-16,-1.0,0.258819045102521,-0.9659258262890682
36,2022-06-02 12:00:00,8.4,0.154,102.3,19.042857938755148,6.7,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,12,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
37,2022-06-02 13:00:00,9.1,0.157,104.9,24.075893019637167,7.7,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,13,1.2246467991473532e-16,-1.0,-0.2588190451025208,-0.9659258262890683
38,2022-06-02 14:00:00,-3.930226479235886,0.15,106.3,3.620245161879885,6.2,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,14,1.2246467991473532e-16,-1.0,-0.4999999999999998,-0.8660254037844388
39,2022-06-02 15:00:00,16.5,0.148,105.8,17.36940030896568,9.1,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,15,1.2246467991473532e-16,-1.0,-0.7071067811865471,-0.7071067811865479
40,2022-06-02 16:00:00,13.4,0.149,106.4,4.79334531260984,10.3,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,16,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004
41,2022-06-02 17:00:00,14.7,0.172,100.3,16.51161265525319,7.8,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,17,1.2246467991473532e-16,-1.0,-0.9659258262890683,-0.25881904510252063
42,2022-06-02 18:00:00,18.9,0.198,95.0,16.6,7.1,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,18,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
43,2022-06-02 19:00:00,21.2,0.201,90.0,15.9,6.9,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,19,1.2246467991473532e-16,-1.0,-0.9659258262890684,0.2588190451025203
44,2022-06-02 20:00:00,27.4,0.213,77.3,17.9,7.7,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,20,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5
45,2022-06-02 21:00:00,32.7,0.225,68.1,17.5,7.3,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,21,1.2246467991473532e-16,-1.0,-0.7071067811865477,0.7071067811865474
46,2022-06-02 22:00:00,30.7,0.197,70.1,19.5,6.3,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,22,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
47,2022-06-02 23:00:00,22.0,0.18,74.0,13.7,5.5,18.9,11.7,25.2,0.0,0.0,68.0,11.1,37.0,1017.9,False,False,False,6,23,1.2246467991473532e-16,-1.0,-0.2588190451025215,0.9659258262890681
48,2022-06-03 00:00:00,22.8,0.178,68.3,12.3,5.4,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,0,1.2246467991473532e-16,-1.0,0.0,1.0
49,2022-06-03 01:00:00,21.3,0.173,67.2,14.5,5.8,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,1,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683
50,2022-06-03 02:00:00,24.8,0.179,60.4,11.7,5.3,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,2,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
51,2022-06-03 03:00:00,29.0,0.185,54.7,12.8,5.3,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,3,1.2246467991473532e-16,-1.0,0.7071067811865475,0.7071067811865476
52,2022-06-03 04:00:00,46.8,0.215,37.8,17.0,6.2,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,4,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001
53,2022-06-03 05:00:00,58.4,0.239,31.5,23.1,7.4,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,5,1.2246467991473532e-16,-1.0,0.9659258262890683,0.25881904510252074
54,2022-06-03 06:00:00,62.7,0.257,30.6,10.445790463564096,9.4,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,6,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
55,2022-06-03 07:00:00,58.6,0.28,32.5,18.797567370214907,11.1,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,7,1.2246467991473532e-16,-1.0,0.9659258262890683,-0.25881904510252063
56,2022-06-03 08:00:00,48.4,0.27,46.2,20.814674217557343,11.7,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,8,1.2246467991473532e-16,-1.0,0.8660254037844388,-0.4999999999999998
57,2022-06-03 09:00:00,43.3,0.279,51.3,4.281222116481884,12.8,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,9,1.2246467991473532e-16,-1.0,0.7071067811865476,-0.7071067811865475
58,2022-06-03 10:00:00,39.2,0.242,60.3,14.131641298877058,15.6,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,10,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
59,2022-06-03 11:00:00,29.8,0.228,72.0,12.35964008388593,17.6,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,11,1.2246467991473532e-16,-1.0,0.258819045102521,-0.9659258262890682
60,2022-06-03 12:00:00,36.9,0.222,54.1,12.079405497588168,15.2,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,12,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
61,2022-06-03 13:00:00,26.4,0.183,52.2,15.51904374048031,9.0,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,13,1.2246467991473532e-16,-1.0,-0.2588190451025208,-0.9659258262890683
62,2022-06-03 14:00:00,31.1,0.235,48.2,16.8,10.9,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,14,1.2246467991473532e-16,-1.0,-0.4999999999999998,-0.8660254037844388
63,2022-06-03 15:00:00,36.6,0.247,47.0,14.1,9.7,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,15,1.2246467991473532e-16,-1.0,-0.7071067811865471,-0.7071067811865479
64,2022-06-03 16:00:00,46.9,0.277,44.9,14.2,8.6,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,16,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004
65,2022-06-03 17:00:00,29.9,0.225,67.6,17.8,9.2,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,17,1.2246467991473532e-16,-1.0,-0.9659258262890683,-0.25881904510252063
66,2022-06-03 18:00:00,36.5,0.26,60.3,20.1,11.9,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,18,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
67,2022-06-03 19:00:00,58.1,0.303,36.3,27.5,15.4,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,19,1.2246467991473532e-16,-1.0,-0.9659258262890684,0.2588190451025203
68,2022-06-03 20:00:00,77.8,0.356,16.3,26.1,17.7,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,20,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5
69,2022-06-03 21:00:00,50.7,0.301,23.4,27.1,19.8,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,21,1.2246467991473532e-16,-1.0,-0.7071067811865477,0.7071067811865474
70,2022-06-03 22:00:00,31.9,0.242,37.5,22.9,17.0,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,22,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
71,2022-06-03 23:00:00,30.1,0.23,42.1,20.2,14.9,19.1,15.1,23.1,1.7,0.0,58.0,6.2,37.0,1014.9,False,False,False,6,23,1.2246467991473532e-16,-1.0,-0.2588190451025215,0.9659258262890681
72,2022-06-04 00:00:00,29.1,0.223,40.4,20.9,14.9,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,0,1.2246467991473532e-16,-1.0,0.0,1.0
73,2022-06-04 01:00:00,23.7,0.21,40.7,20.4,14.4,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,1,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683
74,2022-06-04 02:00:00,19.3,0.193,40.4,20.4,14.3,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,2,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
75,2022-06-04 03:00:00,19.8,0.194,34.8,20.1,14.2,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,3,1.2246467991473532e-16,-1.0,0.7071067811865475,0.7071067811865476
76,2022-06-04 04:00:00,25.6,0.207,24.8,19.7,13.5,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,4,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001
77,2022-06-04 05:00:00,22.8,0.194,26.7,17.8,11.8,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,5,1.2246467991473532e-16,-1.0,0.9659258262890683,0.25881904510252074
78,2022-06-04 06:00:00,37.6,0.238,10.7,23.2,14.4,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,6,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
79,2022-06-04 07:00:00,40.3,0.264,8.6,24.3,15.4,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,7,1.2246467991473532e-16,-1.0,0.9659258262890683,-0.25881904510252063
80,2022-06-04 08:00:00,37.4,0.293,16.2,27.2,17.6,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,8,1.2246467991473532e-16,-1.0,0.8660254037844388,-0.4999999999999998
81,2022-06-04 09:00:00,26.7,0.229,43.1,24.1,15.6,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,9,1.2246467991473532e-16,-1.0,0.7071067811865476,-0.7071067811865475
82,2022-06-04 10:00:00,18.4,0.189,74.7,22.9,11.7,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,10,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
83,2022-06-04 11:00:00,15.6,0.185,98.5,19.90101231222523,11.2,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,11,1.2246467991473532e-16,-1.0,0.258819045102521,-0.9659258262890682
84,2022-06-04 12:00:00,12.7,0.163,115.1,20.7897899939149,13.0,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,12,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
85,2022-06-04 13:00:00,11.8,0.151,104.1,15.012334622576958,10.1,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,13,1.2246467991473532e-16,-1.0,-0.2588190451025208,-0.9659258262890683
86,2022-06-04 14:00:00,12.0,0.155,94.6,0.2564186366932709,9.7,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,14,1.2246467991473532e-16,-1.0,-0.4999999999999998,-0.8660254037844388
87,2022-06-04 15:00:00,20.2,0.173,77.7,-0.5762214985598377,8.9,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,15,1.2246467991473532e-16,-1.0,-0.7071067811865471,-0.7071067811865479
88,2022-06-04 16:00:00,31.4,0.199,55.4,16.7,7.4,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,16,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004
89,2022-06-04 17:00:00,29.6,0.215,54.1,11.2,7.0,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,17,1.2246467991473532e-16,-1.0,-0.9659258262890683,-0.25881904510252063
90,2022-06-04 18:00:00,34.0,0.248,48.8,11.3,8.3,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,18,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
91,2022-06-04 19:00:00,31.7,0.223,52.0,9.2,6.9,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,19,1.2246467991473532e-16,-1.0,-0.9659258262890684,0.2588190451025203
92,2022-06-04 20:00:00,21.8,0.193,54.6,9.1,6.1,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,20,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5
93,2022-06-04 21:00:00,26.5,0.208,46.3,11.3,8.0,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,21,1.2246467991473532e-16,-1.0,-0.7071067811865477,0.7071067811865474
94,2022-06-04 22:00:00,44.6,0.276,27.1,12.1,8.4,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,22,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
95,2022-06-04 23:00:00,49.3,0.276,21.4,12.3,8.4,20.0,16.5,29.1,15.2,0.0,70.0,8.1,37.0,1015.4,False,False,True,6,23,1.2246467991473532e-16,-1.0,-0.2588190451025215,0.9659258262890681
96,2022-06-05 00:00:00,37.4,0.25,29.2,11.3,7.9,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,0,1.2246467991473532e-16,-1.0,0.0,1.0
97,2022-06-05 01:00:00,58.0,0.324,4.8,13.2,9.4,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,1,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683
98,2022-06-05 02:00:00,46.1,0.292,9.6,16.0,11.8,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,2,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
99,2022-06-05 03:00:00,27.7,0.213,24.5,13.7,9.5,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,3,1.2246467991473532e-16,-1.0,0.7071067811865475,0.7071067811865476
100,2022-06-05 04:00:00,17.8,0.179,31.3,13.3,8.9,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,4,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001
101,2022-06-05 05:00:00,17.5,0.197,32.7,12.4,8.1,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,5,1.2246467991473532e-16,-1.0,0.9659258262890683,0.25881904510252074
102,2022-06-05 06:00:00,22.9,0.215,28.4,13.9,9.2,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,6,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
103,2022-06-05 07:00:00,14.9,0.169,50.1,11.6,6.6,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,7,1.2246467991473532e-16,-1.0,0.9659258262890683,-0.25881904510252063
104,2022-06-05 08:00:00,10.1,0.156,55.6,12.3,6.0,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,8,1.2246467991473532e-16,-1.0,0.8660254037844388,-0.4999999999999998
105,2022-06-05 09:00:00,10.1,0.148,54.7,15.2,6.3,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,9,1.2246467991473532e-16,-1.0,0.7071067811865476,-0.7071067811865475
106,2022-06-05 10:00:00,10.0,0.15,51.6,15.7,7.5,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,10,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
107,2022-06-05 11:00:00,10.8,0.155,50.7,14.8,9.8,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,11,1.2246467991473532e-16,-1.0,0.258819045102521,-0.9659258262890682
108,2022-06-05 12:00:00,10.6,0.158,56.2,18.6,9.9,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,12,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
109,2022-06-05 13:00:00,7.9,0.151,64.0,18.2,8.5,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,13,1.2246467991473532e-16,-1.0,-0.2588190451025208,-0.9659258262890683
110,2022-06-05 14:00:00,7.2,0.149,66.2,18.5,8.2,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,14,1.2246467991473532e-16,-1.0,-0.4999999999999998,-0.8660254037844388
111,2022-06-05 15:00:00,6.9,0.143,73.9,19.8,7.2,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,15,1.2246467991473532e-16,-1.0,-0.7071067811865471,-0.7071067811865479
112,2022-06-05 16:00:00,8.4,0.144,74.3,17.9,6.1,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,16,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004
113,2022-06-05 17:00:00,11.3,0.157,65.7,19.0,6.9,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,17,1.2246467991473532e-16,-1.0,-0.9659258262890683,-0.25881904510252063
114,2022-06-05 18:00:00,21.5,0.193,48.6,10.1,7.1,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,18,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
115,2022-06-05 19:00:00,31.2,0.191,42.0,11.9,8.4,18.6,15.3,21.5,3.1,0.0,290.0,7.9,37.0,1015.1,False,False,True,6,19,1.2246467991473532e-16,-1.0,-0.9659258262890684,0.2588190451025203
